SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Nov 16 13:55:17 EST 2017
User: cheriyan
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2+H05261
Integration Time (usec): 100000 (USB2+H05261)
Spectra Averaged: 1 (USB2+H05261)
Boxcar Smoothing: 1 (USB2+H05261)
Correct for Electrical Dark: No (USB2+H05261)
Strobe/Lamp Enabled: No (USB2+H05261)
Correct for Detector Non-linearity: No (USB2+H05261)
Correct for Stray Light: No (USB2+H05261)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
0.00	351.08
1.00	351.08
2.00	324.55
3.00	298.81
4.00	276.96
5.00	280.08
6.00	274.62
7.00	242.64
8.00	252.78
9.00	255.12
10.00	285.55
11.00	252.00
12.00	214.55
13.00	200.51
14.00	198.17
15.00	219.23
16.00	215.33
17.00	240.30
18.00	276.96
19.00	307.39
20.00	315.97
21.00	297.25
22.00	285.55
23.00	287.89
24.00	320.65
25.00	351.86
26.00	365.90
27.00	364.34
28.00	362.78
29.00	372.15
30.00	357.32
31.00	342.50
32.00	359.66
33.00	373.71
34.00	386.19
35.00	383.85
36.00	402.57
37.00	394.77
38.00	386.97
39.00	390.87
40.00	400.23
41.00	404.13
42.00	404.91
43.00	426.76
44.00	420.52
45.00	402.57
46.00	408.81
47.00	425.20
48.00	429.10
49.00	417.40
50.00	415.84
51.00	433.78
52.00	447.04
53.00	428.32
54.00	422.08
55.00	396.33
56.00	393.21
57.00	383.07
58.00	393.99
59.00	394.77
60.00	424.42
61.00	412.71
62.00	418.96
63.00	380.73
64.00	374.49
65.00	379.95
66.00	408.81
67.00	426.76
68.00	418.18
69.00	396.33
70.00	395.55
71.00	414.27
72.00	429.10
73.00	443.92
74.00	437.68
75.00	422.08
76.00	411.15
77.00	385.41
78.00	372.93
79.00	368.24
80.00	396.33
81.00	408.81
82.00	389.31
83.00	372.15
84.00	388.53
85.00	418.18
86.00	424.42
87.00	416.62
88.00	428.32
89.00	424.42
