SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Nov 16 13:32:50 EST 2017
User: cheriyan
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2+H05261
Integration Time (usec): 90000 (USB2+H05261)
Spectra Averaged: 1 (USB2+H05261)
Boxcar Smoothing: 1 (USB2+H05261)
Correct for Electrical Dark: No (USB2+H05261)
Strobe/Lamp Enabled: No (USB2+H05261)
Correct for Detector Non-linearity: No (USB2+H05261)
Correct for Stray Light: No (USB2+H05261)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
0.00	362.78
1.00	362.78
2.00	339.38
3.00	322.21
4.00	273.84
5.00	259.80
6.00	257.46
7.00	279.30
8.00	270.72
9.00	249.66
10.00	226.25
11.00	242.64
12.00	218.45
13.00	222.35
14.00	228.59
15.00	254.34
16.00	280.08
17.00	273.84
18.00	264.48
19.00	252.00
20.00	269.16
21.00	290.23
22.00	315.97
23.00	789.54
24.00	2487.99
25.00	4251.97
26.00	5682.04
27.00	5827.15
28.00	5699.98
29.00	5382.45
30.00	5126.55
31.00	5113.29
32.00	5195.99
33.00	5277.91
34.00	5259.96
35.00	5087.54
36.00	4890.94
37.00	4689.65
38.00	4673.27
39.00	4729.44
40.00	4880.02
41.00	4935.41
42.00	4858.17
43.00	4767.67
44.00	4819.16
45.00	5131.23
46.00	5465.93
47.00	5706.23
48.00	5801.41
49.00	5877.87
50.00	5862.26
51.00	5823.25
52.00	5760.84
53.00	5800.63
54.00	5924.68
55.00	6171.21
56.00	6399.02
57.00	6701.73
58.00	6944.37
59.00	7238.50
60.00	7323.54
61.00	7336.02
62.00	7256.44
63.00	7094.94
64.00	6850.75
65.00	6576.91
66.00	6324.13
67.00	6128.30
68.00	6013.62
69.00	5998.01
70.00	6172.77
71.00	6394.34
72.00	6757.91
73.00	6910.82
74.00	7006.00
75.00	6861.67
76.00	6770.39
77.00	6501.23
78.00	6260.15
79.00	5884.11
80.00	5653.17
81.00	5407.42
82.00	5201.45
83.00	4916.69
84.00	4712.28
85.00	4603.83
86.00	4550.00
87.00	4518.01
88.00	4527.38
89.00	4672.49
90.00	4885.48
91.00	5252.94
92.00	5655.51
93.00	6087.73
94.00	6382.64
95.00	6550.38
96.00	6568.32
97.00	6543.36
98.00	6416.19
99.00	6297.60
100.00	6199.30
101.00	6211.78
