SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Nov 16 14:08:01 EST 2017
User: cheriyan
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2+H05261
Integration Time (usec): 100000 (USB2+H05261)
Spectra Averaged: 1 (USB2+H05261)
Boxcar Smoothing: 1 (USB2+H05261)
Correct for Electrical Dark: No (USB2+H05261)
Strobe/Lamp Enabled: No (USB2+H05261)
Correct for Detector Non-linearity: No (USB2+H05261)
Correct for Stray Light: No (USB2+H05261)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
0.00	306.61
1.00	306.61
2.00	285.55
3.00	271.50
4.00	251.22
5.00	263.70
6.00	264.48
7.00	258.24
8.00	254.34
9.00	259.02
10.00	275.40
11.00	245.76
12.00	246.54
13.00	223.13
14.00	256.68
15.00	249.66
16.00	283.20
17.00	291.01
18.00	296.47
19.00	279.30
20.00	266.04
21.00	257.46
22.00	282.42
23.00	325.33
24.00	415.84
25.00	489.95
26.00	550.81
27.00	628.82
28.00	668.61
29.00	695.92
30.00	653.79
31.00	651.45
32.00	665.49
33.00	686.56
34.00	707.62
35.00	687.34
36.00	678.76
37.00	665.49
38.00	664.71
39.00	673.29
40.00	695.92
41.00	741.95
42.00	747.41
43.00	737.27
44.00	748.97
45.00	756.77
46.00	766.14
47.00	759.89
48.00	765.36
49.00	771.60
50.00	759.11
51.00	739.61
52.00	761.45
53.00	784.08
54.00	831.67
55.00	805.14
56.00	770.82
57.00	756.77
58.00	777.84
59.00	824.65
60.00	803.58
61.00	777.06
62.00	737.27
63.00	752.87
64.00	773.94
65.00	808.26
66.00	843.37
67.00	866.78
68.00	851.95
69.00	814.51
70.00	787.20
71.00	763.79
72.00	766.92
73.00	766.92
74.00	795.00
75.00	800.46
76.00	794.22
77.00	800.46
78.00	792.66
79.00	815.29
80.00	816.85
81.00	849.61
82.00	848.83
83.00	855.08
84.00	840.25
85.00	853.52
86.00	860.54
87.00	873.02
88.00	901.11
89.00	919.05
90.00	955.72
91.00	935.43
92.00	911.25
93.00	889.40
94.00	902.67
95.00	932.31
96.00	933.09
97.00	929.19
98.00	933.87
99.00	933.09
100.00	915.15
101.00	891.74
102.00	904.23
103.00	947.92
104.00	951.82
105.00	941.68
106.00	931.53
107.00	917.49
108.00	919.05
109.00	911.25
110.00	936.99
111.00	975.22
112.00	990.83
113.00	1006.43
114.00	977.56
115.00	947.92
